Publisher_Name,Series_Name,Full_Title,Release_Date,Year,In_Collection,In Wish List,Marked Read,My Rating,Media Format,Notes,Tags,PicURL,Listing_Title,,,,,,,,,
Marvel Comics,Fall of the Hulks: Gamma (2009),Fall of the Hulks: Gamma #1,2009-12-23,2009,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7055.jpg,Marvel Comics - Fall of the Hulks: Gamma #1 - 2009-12-23,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash Annual #6,1993-01-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7064.jpg,DC Comics - The Flash Annual #6 - 1993-01-01,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash #10,1988-03-01,1988,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7057.jpg,DC Comics - The Flash #10 - 1988-03-01,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash #12,1988-05-01,1988,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7058.jpg,DC Comics - The Flash #12 - 1988-05-01,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash #40,1990-07-01,1990,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7059.jpg,DC Comics - The Flash #40 - 1990-07-01,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash #81,1993-09-02,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7060.jpg,DC Comics - The Flash #81 - 1993-09-02,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash #82,1993-10-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7061.jpg,DC Comics - The Flash #82 - 1993-10-01,,,,,,,,,
DC Comics,The Flash (Vol. 2) (1987 - 2008),The Flash #83,1993-10-02,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7062.jpg,DC Comics - The Flash #83 - 1993-10-02,,,,,,,,,
DC Comics,The Flash: Rebirth (Vol. 1) (2009 - 2010),The Flash: Rebirth #2,2009-05-06,2009,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7063.jpg,DC Comics - The Flash: Rebirth #2 - 2009-05-06,,,,,,,,,
DC Comics,Flashpoint: Deadman and the Flying Graysons (2011),Flashpoint: Deadman and the Flying Graysons #1,2011-06-15,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART1/IMG_7056.jpg,DC Comics - Flashpoint: Deadman and the Flying Graysons #1 - 2011-06-15,,,,,,,,,
DC Comics,Green Lantern (Vol. 5) (2011 - 2016),Green Lantern Annual #2,2013-10-30,2013,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7065.jpg,DC Comics - Green Lantern Annual #2 - 2013-10-30,,,,,,,,,
DC Comics,Green Lantern (Vol. 2) (1960 - 1986),Green Lantern #150,1982-03-01,1982,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7066.jpg,DC Comics - Green Lantern #150 - 1982-03-01,,,,,,,,,
DC Comics,Green Lantern (Vol. 2) (1960 - 1986),Green Lantern #161,1983-02-01,1983,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7067.jpg,DC Comics - Green Lantern #161 - 1983-02-01,,,,,,,,,
DC Comics,Green Lantern (Vol. 2) (1960 - 1986),Green Lantern #172,1984-01-01,1984,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7068.jpg,DC Comics - Green Lantern #172 - 1984-01-01,,,,,,,,,
DC Comics,Green Lantern (Vol. 3) (1990 - 2004),Green Lantern #30,1992-10-01,1992,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7069.jpg,DC Comics - Green Lantern #30 - 1992-10-01,,,,,,,,,
DC Comics,Green Lantern (Vol. 3) (1990 - 2004),Green Lantern #31,1992-10-13,1992,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7070.jpg,DC Comics - Green Lantern #31 - 1992-10-13,,,,,,,,,
DC Comics,Green Lantern (Vol. 3) (1990 - 2004),Green Lantern #46,1993-10-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7071.jpg,DC Comics - Green Lantern #46 - 1993-10-01,,,,,,,,,
DC Comics,Green Lantern (Vol. 3) (1990 - 2004),Green Lantern #100 Kyle Rayner Variant Cover,1998-07-01,1998,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7072.jpg,DC Comics - Green Lantern #100 Kyle Rayner Variant Cover - 1998-07-01,,,,,,,,,
DC Comics,Green Lantern (Vol. 4) (2005 - 2011),Green Lantern #63,2011-03-02,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7073.jpg,DC Comics - Green Lantern #63 - 2011-03-02,,,,,,,,,
DC Comics,Green Lantern (Vol. 4) (2005 - 2011),Green Lantern #65,2011-04-20,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7074.jpg,DC Comics - Green Lantern #65 - 2011-04-20,,,,,,,,,
DC Comics,Green Lantern Corps: Edge of Oblivion (2016),Green Lantern Corps: Edge of Oblivion #2,2016-02-10,2016,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7075.jpg,DC Comics - Green Lantern Corps: Edge of Oblivion #2 - 2016-02-10,,,,,,,,,
DC Comics,Green Lantern: Mosaic (1992 - 1993),Green Lantern: Mosaic #8,1993-01-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7076.jpg,DC Comics - Green Lantern: Mosaic #8 - 1993-01-01,,,,,,,,,
DC Comics,Green Lantern: Mosaic (1992 - 1993),Green Lantern: Mosaic #9,1993-02-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7077.jpg,DC Comics - Green Lantern: Mosaic #9 - 1993-02-01,,,,,,,,,
DC Comics,Green Lantern: Secret Files & Origins 2005 (2005),Green Lantern: Secret Files & Origins 2005,2005-04-20,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7078.jpg,DC Comics - Green Lantern: Secret Files & Origins 2005 - 2005-04-20,,,,,,,,,
DC Comics,Hal Jordan and the Green Lantern Corps (2016 - 2018),Hal Jordan and the Green Lantern Corps #4,2016-09-14,2016,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7079.jpg,DC Comics - Hal Jordan and the Green Lantern Corps #4 - 2016-09-14,,,,,,,,,
DC Comics,Hal Jordan and the Green Lantern Corps (2016 - 2018),Hal Jordan and the Green Lantern Corps #9,2016-11-23,2016,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7080.jpg,DC Comics - Hal Jordan and the Green Lantern Corps #9 - 2016-11-23,,,,,,,,,
DC Comics,Hal Jordan and the Green Lantern Corps (2016 - 2018),Hal Jordan and the Green Lantern Corps #23,2017-06-28,2017,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7081.jpg,DC Comics - Hal Jordan and the Green Lantern Corps #23 - 2017-06-28,,,,,,,,,
DC Comics,Hal Jordan and the Green Lantern Corps (2016 - 2018),Hal Jordan and the Green Lantern Corps #26,2017-08-09,2017,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7082.jpg,DC Comics - Hal Jordan and the Green Lantern Corps #26 - 2017-08-09,,,,,,,,,
DC Comics,Hal Jordan and the Green Lantern Corps (2016 - 2018),Hal Jordan and the Green Lantern Corps #42,2018-04-11,2018,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7083.jpg,DC Comics - Hal Jordan and the Green Lantern Corps #42 - 2018-04-11,,,,,,,,,
Marvel Comics,Hulk 2099 (1994 - 1995),Hulk 2099 #8,1995-07-01,1995,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7084.jpg,Marvel Comics - Hulk 2099 #8 - 1995-07-01,,,,,,,,,
Marvel Comics,Hulk and Power Pack (2007),Hulk and Power Pack #1,2007-03-07,2007,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7085.jpg,Marvel Comics - Hulk and Power Pack #1 - 2007-03-07,,,,,,,,,
Marvel Comics,The Immortal Hulk (2018 - 2021),The Immortal Hulk #29,2020-01-08,2020,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7086.jpg,Marvel Comics - The Immortal Hulk #29 - 2020-01-08,,,,,,,,,
Marvel Comics,The Immortal Hulk (2018 - 2021),The Immortal Hulk #35,2020-07-15,2020,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7087.jpg,Marvel Comics - The Immortal Hulk #35 - 2020-07-15,,,,,,,,,
Marvel Comics,The Immortal Hulk (2018 - 2021),The Immortal Hulk #47,2021-06-02,2021,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7088.jpg,Marvel Comics - The Immortal Hulk #47 - 2021-06-02,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #191,1975-09-01,1975,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7089.jpg,Marvel Comics - The Incredible Hulk #191 - 1975-09-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #192,1975-10-01,1975,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7090.jpg,Marvel Comics - The Incredible Hulk #192 - 1975-10-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #286,1983-08-01,1983,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7091.jpg,Marvel Comics - The Incredible Hulk #286 - 1983-08-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #320,1986-06-01,1986,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7092.jpg,Marvel Comics - The Incredible Hulk #320 - 1986-06-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #409,1993-09-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7093.jpg,Marvel Comics - The Incredible Hulk #409 - 1993-09-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #417,1994-05-01,1994,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7094.jpg,Marvel Comics - The Incredible Hulk #417 - 1994-05-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #429,1995-05-01,1995,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7095.jpg,Marvel Comics - The Incredible Hulk #429 - 1995-05-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #430,1995-06-01,1995,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7096.jpg,Marvel Comics - The Incredible Hulk #430 - 1995-06-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 2) (1968 - 1999),The Incredible Hulk #467,1998-08-01,1998,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7097.jpg,Marvel Comics - The Incredible Hulk #467 - 1998-08-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #35,2002-02-01,2002,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7098.jpg,Marvel Comics - The Incredible Hulk #35 - 2002-02-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #40,2002-07-01,2002,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7099.jpg,Marvel Comics - The Incredible Hulk #40 - 2002-07-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #42,2002-08-14,2002,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7100.jpg,Marvel Comics - The Incredible Hulk #42 - 2002-08-14,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #50,2003-04-01,2003,4,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7101.jpg,Marvel Comics - The Incredible Hulk #50 - 2003-04-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #51,2003-05-01,2003,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7102.jpg,Marvel Comics - The Incredible Hulk #51 - 2003-05-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #52,2003-06-01,2003,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7103.jpg,Marvel Comics - The Incredible Hulk #52 - 2003-06-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #53,2003-07-01,2003,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7104.jpg,Marvel Comics - The Incredible Hulk #53 - 2003-07-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #54,2003-07-09,2003,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7105.jpg,Marvel Comics - The Incredible Hulk #57 - 2003-07-09,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #55,2003-08-01,2003,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7106.jpg,Marvel Comics - The Incredible Hulk #54 - 2003-08-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #56,2003-08-01,2003,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7107.jpg,Marvel Comics - The Incredible Hulk #56 - 2003-08-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #57,2003-09-01,2003,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4.surge.sh/PART2/IMG_7108.jpg,Marvel Comics - The Incredible Hulk #55 - 2003-09-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #58,2003-09-01,2003,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7109.jpg,Marvel Comics - The Incredible Hulk #58 - 2003-09-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #66,2004-02-01,2004,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7110.jpg,Marvel Comics - The Incredible Hulk #66 - 2004-02-01,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #68,2004-03-10,2004,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7111.jpg,Marvel Comics - The Incredible Hulk #68 - 2004-03-10,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #83,2005-07-06,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7112.jpg,Marvel Comics - The Incredible Hulk #83 - 2005-07-06,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #84,2005-07-20,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7113.jpg,Marvel Comics - The Incredible Hulk #84 - 2005-07-20,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #85,2005-08-10,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7114.jpg,Marvel Comics - The Incredible Hulk #85 - 2005-08-10,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #86,2005-09-07,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7115.jpg,Marvel Comics - The Incredible Hulk #86 - 2005-09-07,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #89,2005-11-30,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7116.jpg,Marvel Comics - The Incredible Hulk #89 - 2005-11-30,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #90,2005-12-21,2005,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7117.jpg,Marvel Comics - The Incredible Hulk #90 - 2005-12-21,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #91,2006-01-18,2006,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7118.jpg,Marvel Comics - The Incredible Hulk #91 - 2006-01-18,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #108,2007-07-25,2007,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7119.jpg,Marvel Comics - The Incredible Hulk #108 - 2007-07-25,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #109,2007-08-08,2007,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7120.jpg,Marvel Comics - The Incredible Hulk #109 - 2007-08-08,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 3) (2000 - 2007),The Incredible Hulk #111,2007-11-21,2007,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7121.jpg,Marvel Comics - The Incredible Hulk #111 - 2007-11-21,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 4) (2009 - 2011),The Incredible Hulk #605,2009-12-09,2009,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7122.jpg,Marvel Comics - The Incredible Hulk #605 - 2009-12-09,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 4) (2009 - 2011),The Incredible Hulks #617,2010-11-24,2010,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7123.jpg,Marvel Comics - The Incredible Hulks #617 - 2010-11-24,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 4) (2009 - 2011),The Incredible Hulks #632,2011-07-13,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7124.jpg,Marvel Comics - The Incredible Hulks #632 - 2011-07-13,,,,,,,,,
Marvel Comics,The Incredible Hulk (Vol. 5) (2011 - 2012),The Incredible Hulk #1,2011-10-26,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7125.jpg,Marvel Comics - The Incredible Hulk #1 - 2011-10-26,,,,,,,,,
Marvel Comics,Incredible Hulk: Hercules Unleashed (1996),Incredible Hulk: Hercules Unleashed #1,1996-10-01,1996,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7126.jpg,Marvel Comics - Incredible Hulk: Hercules Unleashed #1 - 1996-10-01,,,,,,,,,
Marvel Comics,Indestructible Hulk (2012 - 2014),Indestructible Hulk #5,2013-03-20,2013,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7127.jpg,Marvel Comics - Indestructible Hulk #5 - 2013-03-20,,,,,,,,,
Marvel Comics,Indestructible Hulk (2012 - 2014),Indestructible Hulk #9,2013-06-19,2013,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7128.jpg,Marvel Comics - Indestructible Hulk #9 - 2013-06-19,,,,,,,,,
Marvel Comics,Iron Man (Vol. 1) (1968 - 1996),Iron Man Annual #9,1987-09-02,1987,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7129.jpg,Marvel Comics - Iron Man Annual #9 - 1987-09-02,,,,,,,,,
Marvel Comics,Iron Man (Vol. 1) (1968 - 1996),Iron Man Annual #11,1990-06-02,1990,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7130.jpg,Marvel Comics - Iron Man Annual #11 - 1990-06-02,,,,,,,,,
Marvel Comics,Iron Man (Vol. 1) (1968 - 1996),Iron Man #149,1981-08-01,1981,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7131.jpg,Marvel Comics - Iron Man #149 - 1981-08-01,,,,,,,,,
Marvel Comics,Iron Man (Vol. 1) (1968 - 1996),Iron Man #248,1989-11-01,1989,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7132.jpg,Marvel Comics - Iron Man #248 - 1989-11-01,,,,,,,,,
Marvel Comics,Iron Man (Vol. 1) (1968 - 1996),Iron Man #265,1991-02-01,1991,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7133.jpg,Marvel Comics - Iron Man #265 - 1991-02-01,,,,,,,,,
Marvel Comics,Iron Man (Vol. 1) (1968 - 1996),Iron Man #289,1993-02-01,1993,0,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7134.jpg,Marvel Comics - Iron Man #289 - 1993-02-01,,,,,,,,,
Marvel Comics,Iron Man (Vol. 2) (1996 - 1997),Iron Man #1 Variant Edition,1996-11-01,1996,0,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7135.jpg,Marvel Comics - Iron Man #1 Variant Edition - 1996-11-01,,,,,,,,,
Marvel Comics,Iron Man (Vol. 3) (1998 - 2004),Iron Man #73,2003-12-01,2003,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7136.jpg,Marvel Comics - Iron Man #73 - 2003-12-01,,,,,,,,,
Marvel Comics,Iron Man (Vol. 3) (1998 - 2004),Iron Man #80,2004-06-15,2004,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7137.jpg,Marvel Comics - Iron Man #80 - 2004-06-15,,,,,,,,,
Marvel Comics,The Irredeemable Ant-Man (2006 - 2007),The Irredeemable Ant-Man #10,2007-07-04,2007,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7138.jpg,Marvel Comics - The Irredeemable Ant-Man #10 - 2007-07-04,,,,,,,,,
Top Cow Productions,The Magdalena / Daredevil (2008),The Magdalena / Daredevil #1,2008-06-11,2008,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7139.jpg,Top Cow Productions - The Magdalena / Daredevil #1 - 2008-06-11,,,,,,,,,
Marvel Comics,Marvel Team-Up (Vol. 3) (2004 - 2006),Marvel Team-Up #3,2004-12-15,2004,2,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7140.jpg,Marvel Comics - Marvel Team-Up #3 - 2004-12-15,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 1) (1966 - 1996),The Mighty Thor #310,1981-08-01,1981,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7141.jpg,Marvel Comics - The Mighty Thor #310 - 1981-08-01,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 1) (1966 - 1996),The Mighty Thor #444,1992-02-01,1992,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7142.jpg,Marvel Comics - The Mighty Thor #444 - 1992-02-01,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 1) (1966 - 1996),The Mighty Thor #457,1993-01-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7143.jpg,Marvel Comics - The Mighty Thor #457 - 1993-01-01,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 1) (1966 - 1996),The Mighty Thor #466,1993-09-01,1993,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7144.jpg,Marvel Comics - The Mighty Thor #466 - 1993-09-01,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 1) (1966 - 1996),The Mighty Thor #493,1995-12-01,1995,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7145.jpg,Marvel Comics - The Mighty Thor #493 - 1995-12-01,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 2) (2011 - 2012),The Mighty Thor #2,2011-05-25,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7146.jpg,Marvel Comics - The Mighty Thor #2 - 2011-05-25,,,,,,,,,
Marvel Comics,The Mighty Thor (Vol. 2) (2011 - 2012),The Mighty Thor #5,2011-08-31,2011,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7147.jpg,Marvel Comics - The Mighty Thor #5 - 2011-08-31,,,,,,,,,
Marvel Comics,The Sensational She-Hulk (1989 - 1994),The Sensational She-Hulk #17,1990-07-01,1990,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7148.jpg,Marvel Comics - The Sensational She-Hulk #17 - 1990-07-01,,,,,,,,,
Marvel Comics,She-Hulk (Vol. 4) (2017 - 2018),She-Hulk #163,2018-03-07,2018,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7149.jpg,Marvel Comics - She-Hulk #163 - 2018-03-07,,,,,,,,,
Marvel Comics,Silver Surfer (Vol. 3) (1987 - 1998),Silver Surfer #15,1988-09-01,1988,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7150.jpg,Marvel Comics - Silver Surfer #15 - 1988-09-01,,,,,,,,,
Marvel Comics,Silver Surfer (Vol. 3) (1987 - 1998),Silver Surfer #52,1991-08-01,1991,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7151.jpg,Marvel Comics - Silver Surfer #52 - 1991-08-01,,,,,,,,,
Marvel Comics,Silver Surfer (Vol. 3) (1987 - 1998),Silver Surfer #59,1991-11-20,1991,1,0,0,,Print,,Box4,https://coolcatcollectibles-box4-part3.surge.sh/IMG_7152.jpg,Marvel Comics - Silver Surfer #59 - 1991-11-20,,,,,,,,,
